Crop,Quantity_Kg,Price_INR
Strawberry,69,9193
Potato,87,7613
Apple,93,8092
Cotton,68,6778
Banana,65,8922
Wheat,95,7472
Orange,73,9140
Mango,75,8160
Barley,68,6008
Soybean,87,8198
Rice,100,8222
Strawberry,82,6019
Potato,66,9809
Corn,93,6846
Grapes,91,6393
Apple,76,6392
Orange,62,6386
Banana,74,8677
Soybean,71,9247
Rice,72,6473
Pineapple,65,7191
Barley,85,9618
Strawberry,99,6415
Cotton,83,7144
Mango,93,7755
Orange,60,8399
Corn,75,9062
Potato,75,6535
Strawberry,89,8113
Banana,93,6282
Wheat,95,9092
Barley,95,8312
Grapes,73,9077
Soybean,85,9787
Rice,99,8269
Pineapple,96,6431
Apple,94,7746
Grapes,84,6674
Orange,73,7043
Corn,87,6909
Strawberry,81,9665
Banana,87,6896
Barley,76,7993
Apple,99,9951
Pineapple,86,9199
Soybean,77,9794
Rice,70,8688
Orange,99,6678
Wheat,79,6477
Grapes,92,9217
Potato,72,6233
Cotton,66,7865
Strawberry,98,6038
Barley,61,6115
Pineapple,69,6521
Apple,75,7268
Rice,82,8363
Grapes,80,9277
Orange,96,9616
Banana,63,8855
Soybean,80,9868
Mango,69,6332
Corn,81,6930
Potato,65,7629
Strawberry,76,7403
Barley,75,8658
Orange,89,7606
Wheat,96,6754
Cotton,95,8683
Pineapple,86,8737
Mango,78,6724
Banana,65,7111
Rice,77,6750
Grapes,60,6301
Strawberry,87,7689
Apple,100,9849
Orange,90,9101
Potato,93,8678
Corn,79,8861
Soybean,99,8393
Wheat,87,6830
Pineapple,72,6728
Cotton,74,7722
Barley,92,7988
Mango,84,9118
Banana,86,8959
Strawberry,79,8718
Grapes,73,9117
Apple,60,9006
Orange,61,6447
Potato,67,6740
Corn,75,7640
Rice,91,8924
Wheat,93,9255
Soybean,71,9629
Pineapple,97,9194
Banana,79,6354
Barley,63,6831
Strawberry,60,7090
Orange,64,7403
Mango,96,9118
Cotton,88,6762
Potato,95,8084
Corn,97,7881
Grapes,98,6158
Apple,60,7048
Strawberry,92,6284
Rice,64,8817
Wheat,65,8221
Soybean,85,6075
Barley,100,8326
Orange,86,6695
Banana,73,8809
Corn,97,7249
Pineapple,70,6287
Strawberry,89,9801
Apple,100,7498
Grapes,65,6800
Potato,96,6178
Cotton,96,8472
Mango,67,7337
Soybean,87,9158
Rice,79,8017
Orange,83,7668
Banana,85,9162
Barley,80,7603
Pineapple,72,8248
Corn,60,6535
Strawberry,64,7075
Grapes,87,9151
Apple,62,7420
Wheat,81,7042
Soybean,79,6647
Potato,81,8165
Cotton,87,8849
Banana,66,6711
Strawberry,62,7146
Rice,83,9262
Apple,82,8380
Pineapple,81,9073
Orange,67,6293
Barley,74,8391
Potato,69,9716
Cotton,78,7990
Banana,74,6443
Wheat,69,7681
Pineapple,72,6912
Strawberry,98,8243
Rice,96,7244
Soybean,98,9348
Mango,63,9398
Orange,96,6385
Cotton,86,9848
Barley,76,8872
Potato,77,9136
Apple,79,7942
Grapes,96,6442
Strawberry,61,8114
Corn,60,9667
Banana,99,6740
Pineapple,95,9271
Orange,98,7070
Barley,83,6299
Soybean,72,7695
Rice,86,9508
Wheat,62,8667
Mango,60,6563
Cotton,62,9817
Potato,92,6013
Apple,96,7054
Strawberry,71,8247
Banana,67,6461
Soybean,65,9476
Mango,97,8636
Corn,70,8468
Potato,99,7235
Strawberry,69,8930
Barley,70,8309
Orange,87,6202
Wheat,64,8419
Cotton,81,8866
Pineapple,68,6399
Mango,96,8304
Banana,81,9983
Rice,91,9540
Grapes,97,7650
Strawberry,60,8747
Apple,92,6421
Orange,71,8156
Potato,64,7839
Corn,76,7035
Soybean,87,8587
Wheat,69,9915
Pineapple,100,7184
Cotton,61,9640
Barley,91,8756
Mango,64,9362
Banana,84,6508
Strawberry,67,9230
Grapes,74,6151
Apple,66,6380
Orange,61,6631
Potato,70,8598
Corn,88,7982
Rice,71,8944
Wheat,98,9996
Soybean,63,6428
Pineapple,88,7603
Banana,80,8156
Barley,85,8529
Strawberry,75,7749
Orange,87,7755
Mango,85,8070
Cotton,85,7193
Potato,72,7085
Corn,87,6876
Grapes,93,9677
Apple,60,6406
Strawberry,93,8468
Rice,61,7230
Wheat,77,8086
Soybean,70,6568
Barley,78,9332
Orange,60,9136
Banana,61,9216
Corn,95,9181
Pineapple,74,9682
Strawberry,97,9905
Apple,73,9149
Grapes,65,9892
Potato,92,8863
Cotton,100,8284
Mango,84,7069
Soybean,78,6323
Rice,86,9169
Orange,98,6336
Banana,98,7186
Barley,92,9674
Pineapple,62,8348
Corn,64,8335
Strawberry,72,7054
Grapes,100,6902
Apple,65,6789
Wheat,97,9388
Soybean,76,8634
Potato,62,7023
Cotton,90,9395
Banana,82,8220
Strawberry,99,8255
Rice,74,7890
Apple,100,6921
Pineapple,86,8940
Orange,91,6440
Barley,96,9139
Potato,96,7725
Cotton,94,6157
Banana,63,6657
Wheat,72,8263
Pineapple,99,9076
Strawberry,62,9871
Rice,85,9800
Soybean,79,9851
Mango,66,6934
Orange,68,7400
Cotton,71,8090
Barley,99,6990
Potato,69,6233
Apple,99,6088
Grapes,75,6689
Strawberry,70,6134
Corn,92,6581
Banana,93,6756
Pineapple,72,7465
Orange,61,6506
Barley,87,6348
Soybean,91,9855
Rice,100,6258
Wheat,61,9858
Mango,78,7598
Cotton,69,6693
Potato,100,8283
Apple,94,8444
Strawberry,92,9038
Wheat,74,8950
Banana,77,8836
Apple,73,8705
Grapes,67,6670
Soybean,86,8506
Orange,86,7580
Corn,81,9675
Potato,78,8580
Strawberry,91,6694
Mango,76,7064
Cotton,75,7510
Barley,75,6285
Apple,82,7315
Pineapple,98,6848
Orange,88,7391
Rice,66,8367
Grapes,91,7914
Banana,93,6631
Strawberry,90,8646
Wheat,90,7864
Corn,82,8206
Barley,78,6959
Orange,72,6635
Strawberry,98,7806
Mango,95,6593
Cotton,77,7889
Potato,90,7752
Apple,64,6532
Grapes,92,6839
Soybean,86,6448
Rice,92,7586
Banana,89,6614
Barley,79,6956
Corn,85,9073
Pineapple,96,8701
Strawberry,75,9806
Wheat,96,8699
Orange,82,7446
Cotton,67,9069
Mango,100,6324
Potato,76,9066
Strawberry,88,9300
Potato,88,6321
Apple,78,9221
Cotton,80,9402
Banana,80,6642
Wheat,66,8592
Orange,93,8997
Mango,91,7975
Barley,96,9037
Soybean,70,7764
Rice,77,9187
Strawberry,74,9371
Potato,73,9767
Corn,75,8503
Grapes,79,7983
Apple,70,7815
Orange,66,9061
Banana,97,6924
Soybean,65,7190
Rice,60,8802
Pineapple,63,9898
Barley,89,8726
Strawberry,60,7344
Cotton,95,8640
Mango,92,7140
Orange,99,8903
Corn,86,7257
Potato,95,6697
Strawberry,88,7479
Banana,83,8379
Wheat,78,7560
Barley,87,9305
Grapes,68,6729
Soybean,63,8976
Rice,68,9143
Pineapple,69,7574
Apple,71,8912
Grapes,63,9104
Orange,73,9934
Corn,68,7531
Strawberry,70,7123
Banana,67,9675
Barley,63,8410
Apple,62,8481
Pineapple,86,6911
Soybean,68,7154
Rice,80,8048
Orange,80,7757
Wheat,86,6551
Grapes,86,7418
Potato,90,7847
Cotton,100,6784
Strawberry,68,9231
Barley,75,8256
Pineapple,73,8294
Apple,76,8469
Rice,76,8019
Grapes,73,7093
Orange,60,8709
Banana,77,7564
Soybean,92,8901
Pineapple,66,8139
Banana,67,9297
Strawberry,90,8253
Orange,88,7935
Mango,65,6493
Barley,94,7538
Cotton,70,7135
Potato,91,7271
Apple,91,6990
Grapes,63,6455
Strawberry,73,9955
Banana,92,7623
Soybean,84,6155
Rice,69,9873
Pineapple,99,9269
Wheat,97,9167
Corn,98,8794
Barley,82,9174
Orange,62,7136
Strawberry,88,9022
Mango,94,8052
Cotton,69,6661
Potato,75,6294
Apple,99,8362
Grapes,83,9957
Soybean,77,6710
Rice,98,6572
Banana,75,8302
Barley,87,8696
Corn,91,8876
Pineapple,85,9185
Strawberry,60,9183
Wheat,85,8641
Orange,96,7340
Cotton,98,6149
Mango,75,8816
Potato,60,8549
Apple,92,6027
Grapes,70,8293
Barley,97,9676
Strawberry,78,7723
Corn,87,8156
Soybean,99,6455
Pineapple,100,9247
Banana,77,8768
Rice,61,9250
Orange,73,9300
Wheat,61,8304
Grapes,67,9390
Barley,90,9185
Potato,95,9008
Cotton,100,6755
Banana,91,6008
Wheat,80,7915
Apple,90,9645
Grapes,90,8634
Soybean,99,8592
Rice,99,8083
Strawberry,92,9876
Corn,68,9187
Potato,65,7430
Orange,60,7722
Banana,80,8910
Barley,78,6038
Mango,90,7895
Apple,94,8090
Grapes,88,8133
Strawberry,87,9171
Wheat,87,9104
Cotton,86,7281
Soybean,67,7489
Rice,71,7614
Pineapple,84,7204
Orange,80,8452
Wheat,92,8253
Wheat,77,7875
Wheat,74,9728
Wheat,68,8468
Wheat,89,9052
Wheat,81,7009
Corn,91,7093
Corn,90,9260
Corn,72,7536
Corn,94,7302
Corn,68,8073
Corn,81,8169
Rice,72,8089
Rice,80,8633
Rice,98,8096
Rice,94,8614
Rice,73,6942
Rice,88,6261
Soybean,93,6500
Soybean,79,6093
Soybean,68,9722
Soybean,84,9149
Soybean,66,9017
Soybean,78,6694
Cotton,70,7038
Cotton,86,6034
Cotton,88,8794
Cotton,81,7896
Cotton,95,9249
Cotton,75,8633
Barley,96,6202
Barley,80,8636
Barley,92,8245
Barley,75,6670
Barley,75,6735
Barley,71,7951
Potato,63,8721
Potato,70,6278
Potato,96,9163
Potato,81,8737
Potato,90,8721
Potato,75,7290
Apple,73,7868
Apple,96,6069
Apple,88,8657
Apple,72,8512
Orange,100,7035
Orange,82,8955
Orange,61,7998
Orange,63,9981
Orange,97,9145
Orange,97,7229
Grapes,84,7538
Grapes,74,9244
Grapes,87,8391
Grapes,62,6005
Grapes,97,8328
Grapes,86,6725
Strawberry,87,9034
Strawberry,71,7411
Strawberry,68,7788
Strawberry,68,6395
Strawberry,85,6418
Strawberry,70,6743
Banana,75,7865
Banana,66,9541
Banana,82,9860
Banana,62,6408
Mango,75,8143
Mango,72,9110
Mango,83,7728
Mango,100,8253
Pineapple,76,8723
Pineapple,86,9735
Rice,78,9011
Apple,69,8776
Corn,63,7792
Potato,93,6701
Grapes,82,9672
Strawberry,100,7107
Potato,68,9991
Barley,60,7148
Orange,100,8487
Banana,91,8412
Rice,85,8575
Soybean,66,7216
Strawberry,99,6826
Cotton,64,8373
Strawberry,88,9508
Strawberry,97,6428
Mango,86,6367
Rice,61,6455
Corn,89,8942
Grapes,69,7945
Apple,62,8397
Potato,60,7826
Strawberry,68,7096
Grapes,96,8387
Grapes,60,6339
Potato,87,9361
Soybean,91,7468
Wheat,31,1810
Wheat,17,1558
Wheat,31,1923
Wheat,15,1607
Wheat,11,1093
Wheat,28,1710
Corn,21,2253
Corn,19,1484
Corn,15,2455
Corn,14,2011
Corn,27,877
Corn,32,1364
Rice,13,989
Rice,18,1657
Rice,35,1770
Rice,20,1098
Rice,31,1521
Rice,32,1088
Soybean,27,1846
Soybean,27,1037
Soybean,13,1323
Soybean,12,1444
Soybean,23,842
Soybean,25,1608
Cotton,16,631
Cotton,23,1776
Cotton,13,1997
Cotton,33,1170
Cotton,35,2120
Cotton,22,947
Barley,18,1477
Barley,32,919
Barley,24,723
Barley,30,571
Barley,34,1277
Barley,32,535
Potato,18,1947
Potato,20,955
Potato,31,578
Potato,27,1602
Potato,26,1434
Potato,16,741
Apple,25,1563
Apple,30,2044
Apple,19,2202
Apple,16,2125
Orange,21,2130
Orange,23,2415
Orange,21,1430
Orange,24,588
Orange,26,865
Orange,20,1908
Grapes,27,1722
Grapes,13,1548
Grapes,35,1620
Grapes,33,1408
Grapes,10,1502
Grapes,35,1689
Strawberry,11,687
Strawberry,34,1760
Strawberry,19,874
Strawberry,30,956
Strawberry,31,540
Strawberry,18,2007
Banana,28,1422
Banana,16,2261
Banana,21,573
Banana,12,2442
Mango,34,2220
Mango,27,1459
Mango,29,2232
Mango,25,2401
Pineapple,16,1089
Pineapple,26,2167
Rice,13,2032
Apple,35,1294
Corn,12,2233
Potato,29,1134
Grapes,28,1137
Strawberry,27,2487
Potato,20,1810
Barley,20,896
Orange,18,2469
Banana,27,1907
Rice,33,2071
Soybean,10,2387
Strawberry,10,1685
Cotton,21,1675
Strawberry,25,1016
Strawberry,14,1871
Mango,11,1932
Rice,32,2304
Corn,26,902
Grapes,23,2351
Apple,26,1534
Potato,21,2149
Strawberry,23,1267
Grapes,28,1227
Grapes,35,1386
Potato,25,1986
Soybean,17,519
Apple,28,1109
Grapes,22,983
Soybean,21,2193
Barley,29,1679
Wheat,26,2078
Strawberry,31,2087
Orange,28,1787
Grapes,13,1544
Banana,22,1127
Orange,21,892
Corn,22,1263
Pineapple,14,1410
Wheat,11,763
Potato,30,1190
Rice,14,1097
Orange,20,1766
Potato,24,1156
Mango,19,1110
Corn,12,2378
Orange,25,1641
Wheat,14,2137
Wheat,22,832
Cotton,17,2202
Apple,20,1565
Mango,19,890
Barley,27,1649
Cotton,13,1168
Pineapple,25,1218
Wheat,18,2227
Banana,30,1447
Banana,20,2144
Rice,25,1299
Pineapple,34,1794
Cotton,18,1986
Apple,12,1612
Strawberry,23,2219
Corn,20,908
Barley,23,2088
Cotton,32,2499
Grapes,21,1409
Corn,34,2137
Barley,27,1776
Mango,26,1501
Potato,28,935
Orange,15,1903
Orange,28,848
Pineapple,14,2061
Corn,23,1594
Rice,18,1426
Potato,25,1520
Potato,12,521
Cotton,26,2253
Potato,26,1914
Soybean,31,1111
Pineapple,17,533
Rice,32,1908
Grapes,12,1195
Strawberry,17,506
Cotton,18,2164
Wheat,11,1882
Soybean,29,1602
Strawberry,12,1134
Banana,12,2476
Barley,11,1510
Rice,12,1108
Orange,27,2435
Strawberry,12,959
Corn,28,1879
Cotton,23,1572
Pineapple,22,627
Wheat,30,2351
Soybean,26,921
Mango,11,868
Potato,29,848
Grapes,25,1491
Banana,10,2311
Strawberry,22,1301
Apple,14,2069
Orange,21,2268
Cotton,20,1980
Pineapple,33,2236
Mango,15,1719
Barley,16,917
Soybean,23,757
Rice,12,1962
Potato,28,1773
Orange,28,773
Banana,30,2230
Strawberry,21,622
Grapes,22,1428
Wheat,14,1719
Cotton,20,1352
Pineapple,10,1685
Mango,14,1611
Apple,18,1205
Corn,12,1901
Soybean,18,1050
Barley,24,1914
Orange,33,1286
Strawberry,20,2049
Banana,25,1455
Grapes,33,2242
Potato,10,1617
Cotton,31,2029
Rice,22,1167
Apple,26,1181
Wheat,11,666
Mango,23,1295
Pineapple,19,854
Corn,25,2452
Soybean,21,2112
Strawberry,13,1408
Grapes,24,1157
Orange,24,1359
Barley,10,1306
Potato,10,2403
Cotton,16,1629
Banana,25,1144
Wheat,15,918
Pineapple,25,1561
Strawberry,27,1481
Rice,35,1254
Soybean,20,1590
Mango,11,1509
Orange,20,2338
Cotton,14,1946
Barley,16,2365
Potato,11,1412
Apple,21,874
Grapes,28,1309
Strawberry,17,1890
Corn,35,1035
Banana,13,2166
Pineapple,24,1920
Orange,17,1856
Barley,17,2422
Soybean,22,2049
Rice,20,2491
Wheat,34,2435
Mango,25,549
Cotton,23,1555
Potato,16,1152
Apple,35,841
Strawberry,25,1242
Orange,32,580
Grapes,34,1193
Soybean,25,1527
Banana,34,861
Corn,30,2000
Rice,28,1885
Barley,33,1196
Pineapple,34,1422
Strawberry,14,2046
Mango,30,1902
Barley,20,985
Pineapple,10,2031
Strawberry,22,2370
Rice,10,1050
Banana,10,1581
Apple,21,1135
Grapes,23,2051
Orange,19,1312
Cotton,18,841
Mango,26,1441
Soybean,18,2068
Corn,25,1578
Potato,12,2457
Barley,20,2298
Orange,31,958
Wheat,26,1176
Strawberry,22,1674
Apple,13,1103
Pineapple,13,644
Mango,28,577
Cotton,34,1122
Banana,14,1743
Barley,22,1239
Grapes,14,2422
Strawberry,17,674
Rice,11,2431
Corn,17,744
Potato,22,1308
Orange,11,1909
Banana,23,679
Soybean,18,1837
Apple,34,1608
Pineapple,23,741
Strawberry,18,1549
Cotton,35,2119
Mango,19,2217
Barley,27,1756
Orange,23,1665
Potato,28,1122
Rice,35,2062
Apple,21,577
Grapes,27,1878
Corn,31,1577
Soybean,11,2499
Pineapple,28,1942
Banana,27,647
Strawberry,18,2044
Orange,11,2166
Mango,25,2490
Barley,35,2198
Cotton,12,1220
Potato,16,2379
Apple,25,2196
Grapes,33,1531
Strawberry,16,1458
Banana,22,539
Soybean,12,1978
Rice,13,2087
Pineapple,32,1251
Wheat,15,1520
Corn,11,2220
Barley,22,2344
Orange,22,1756
Strawberry,31,1433
Mango,21,836
Cotton,22,755
Potato,35,1664
Apple,18,2249
Grapes,18,716
Soybean,35,2370
Rice,21,2277
Banana,35,1965
Barley,11,625
Corn,11,1469
Pineapple,32,1921
Strawberry,17,1665
Wheat,28,2004
Orange,24,1554
Cotton,14,2419
Mango,13,2287
Potato,17,1717
Apple,26,1085
Grapes,26,2351
Barley,17,1656
Strawberry,25,789
Corn,27,1530
Soybean,13,1305
Pineapple,33,642
Banana,18,1222
Rice,20,2382
Orange,25,512
Wheat,18,502
Grapes,27,1858
Barley,12,2104
Potato,15,1873
Cotton,17,1846
Banana,17,1019
Wheat,21,2061
Apple,13,715
Grapes,30,732
Soybean,19,1114
Rice,31,2203
Strawberry,28,2239
Corn,26,1429
Potato,11,2178
Orange,16,934
Banana,21,2081
Barley,23,2182
Mango,24,1803
Apple,11,1669
Grapes,30,1076
Strawberry,16,1054
Wheat,25,785
Cotton,18,2196
Soybean,17,729
Rice,21,721
Pineapple,12,1179
Orange,21,1318
Corn,32,1946
Potato,19,856
Strawberry,13,2271
Banana,29,1604
Barley,33,1547
Apple,30,858
Grapes,20,1478
Orange,28,767
Wheat,30,2026
Corn,10,1556
Soybean,30,2302
Pineapple,28,1799
Banana,17,2156
Strawberry,17,1087
Potato,33,507
Cotton,10,1003
Rice,24,532
Apple,28,1959
Grapes,33,2484
Soybean,27,1470
Mango,30,1249
Orange,18,2466
Pineapple,31,2163
Corn,15,2189
Barley,19,563
Wheat,35,778
Banana,16,1465
Apple,30,2205
Grapes,22,740
Soybean,11,560
Orange,17,2184
Corn,24,1540
Potato,32,1418
Strawberry,13,1033
Mango,14,1540
Cotton,23,1772
Barley,23,1814
Apple,25,2007
Pineapple,23,646
Orange,11,1230
Rice,32,2422
Grapes,12,1939
Banana,10,954
Strawberry,27,662
Wheat,29,773
Corn,33,734
Barley,10,878
Orange,25,570
Strawberry,14,2201
Mango,35,2099
Cotton,11,1440
Potato,13,1434
Apple,19,836
Grapes,19,2197
Soybean,34,1378
Rice,25,2130
Banana,19,1612
Barley,32,2260
Corn,19,1653
Pineapple,21,1373
Strawberry,31,722
Wheat,29,1338
Orange,10,1203
Cotton,20,1144
Mango,18,1644
Potato,11,859
Strawberry,25,2171
Potato,32,660
Apple,18,589
Cotton,18,664
Banana,34,2149
Wheat,25,702
Orange,31,2260
Mango,17,1437
Barley,22,1745
Soybean,10,1977
Rice,21,1712
Strawberry,14,981
Potato,34,2137
Corn,32,2141
Grapes,12,1283
Apple,35,2336
Orange,11,1611
Banana,13,818
Soybean,17,2142
Rice,22,1889
Pineapple,10,1803
Barley,29,525
Strawberry,28,965
Cotton,10,1134
Mango,32,1896
Orange,23,956
Corn,13,2410
Potato,23,2059
Strawberry,33,1886
Banana,16,513
Wheat,13,1117
Barley,26,969
Grapes,18,1006
Soybean,22,2423
Rice,10,2426
Pineapple,27,1686
Apple,24,736
Grapes,31,662
Orange,29,1824
Corn,33,2036
Strawberry,17,2455
Banana,35,550
Barley,20,1901
Apple,28,1191
Pineapple,30,516
Soybean,14,1044
Rice,29,1640
Orange,24,1462
Wheat,26,1885
Grapes,15,610
Potato,18,2181
Cotton,33,788
Strawberry,10,2359
Barley,25,2284
Pineapple,29,897
Apple,13,880
Rice,13,1288
Grapes,35,1877
Orange,30,934
Banana,25,1490
Soybean,24,840
Mango,28,2110
Corn,31,607
Potato,24,511
Strawberry,13,729
Barley,32,2376
Orange,22,2467
Wheat,19,1305
Cotton,17,2118
Pineapple,26,928
Mango,10,543
Banana,11,738
Rice,13,2072
Grapes,26,2061
Strawberry,16,632
Apple,13,2342
Orange,11,1062
Potato,10,1185
Corn,18,558
Soybean,28,2402
Wheat,24,939
Pineapple,28,1764
Cotton,14,1869
Barley,16,1148
Mango,18,1039
Banana,28,2167
Strawberry,13,2150
Grapes,18,1895
Apple,23,507
Orange,34,1568
Potato,12,830
Corn,28,1234
Rice,18,1760
Wheat,21,1682
Soybean,14,835
Pineapple,28,786
Banana,17,2426
Barley,30,1906
Strawberry,22,1861
Orange,23,2332
Mango,19,1618
Cotton,32,2470
Potato,16,1700
Corn,28,943
Grapes,32,2084
Apple,35,1744
Strawberry,22,1429
Rice,11,2065
Wheat,12,2415
Soybean,23,968
Barley,20,2256
Orange,13,2368
Banana,31,1481
Corn,27,1040
Pineapple,27,1571
Strawberry,25,558
Apple,17,1671
Grapes,19,2219
Potato,30,954
Cotton,29,874
Mango,21,1228
Soybean,28,503
Rice,11,1442
Orange,13,1933
Banana,12,940
Barley,13,1301
Pineapple,12,1770
Corn,17,978
Strawberry,25,548
Grapes,15,1509
Apple,33,1719
Wheat,25,807
Soybean,35,689
Potato,19,775
Cotton,13,1066
Banana,14,1030
Strawberry,13,1274
Rice,23,2261
Apple,11,2253
Pineapple,31,538
Orange,25,850
Barley,33,2149
Potato,29,627
Cotton,12,989
Banana,10,2355
Wheat,14,765
Pineapple,13,2225
Strawberry,35,1961
Rice,13,2450
Soybean,14,603
Mango,14,2040
Orange,29,1266
Cotton,19,1398
Barley,30,1129
Potato,26,1404
Apple,24,552
Grapes,11,2095
Strawberry,23,659
Corn,22,1379
Banana,28,1291
Pineapple,35,1042
Orange,12,1971
Barley,10,961
Soybean,18,2439
Rice,15,1043
Wheat,28,1119
Mango,10,1307
Cotton,33,1753
Potato,15,1699
Apple,17,888
Strawberry,11,774
Banana,26,1696
Soybean,14,1004
Mango,14,841
Corn,22,794
Potato,35,547
Strawberry,12,2101
Barley,15,905
Orange,15,2388
Wheat,28,976
Cotton,28,1107
Pineapple,25,1805
Mango,25,629
Banana,32,1746
Rice,28,855
Grapes,24,1499
Strawberry,34,1254
Apple,13,1535
Orange,22,1854
Potato,18,782
Corn,21,2463
Soybean,31,1606
Wheat,10,1808
Pineapple,34,1154
Cotton,26,637
Barley,15,1413
Mango,29,1196
Banana,18,787
Strawberry,32,1816
Grapes,13,2394
Apple,33,2404
Orange,29,1283
Potato,24,1079
Corn,18,591
Rice,18,1493
Wheat,10,1820
Soybean,30,1107
Pineapple,23,2416
Banana,10,1332
Barley,26,1237
Strawberry,20,1070
Orange,34,1186
Mango,33,2210
Cotton,12,786
Potato,13,1643
Corn,26,2105
Grapes,22,1586
Apple,13,1890
Strawberry,16,724
Rice,10,2126
Wheat,23,2422
Soybean,28,624
Barley,25,2249
Orange,17,1797
Banana,17,2148
Corn,13,1703
Pineapple,23,2326
Strawberry,26,1075
Apple,16,981
Grapes,29,950
Potato,26,1234
Cotton,18,1333
Mango,28,518
Soybean,13,875
Rice,11,1591
Orange,12,540
Banana,23,2100
Barley,22,1696
Pineapple,29,814
Corn,15,1881
Strawberry,12,617
Grapes,18,1923
Apple,13,1812
Wheat,30,2294
Soybean,21,937
Potato,25,713
Cotton,20,1954
Banana,33,2493
Strawberry,24,1636
Rice,31,2187
Apple,31,1759
Pineapple,12,2234
Orange,11,1885
Barley,25,707
Potato,14,890
Cotton,24,1340
Banana,30,2303
Wheat,16,1690
Pineapple,22,936
Strawberry,22,1691
Rice,28,1338
Soybean,18,555
Mango,23,2188
Orange,26,1794
Cotton,12,1141
Barley,21,1261
Potato,31,1138
Apple,20,2260
Grapes,17,2387
Strawberry,14,887
Corn,17,1777
Banana,12,1961
Pineapple,34,885
Orange,34,1653
Barley,35,1449
Soybean,28,1954
Rice,35,2017
Wheat,32,1042
Mango,19,2288
Cotton,25,2368
Potato,26,2275
Apple,12,2202
Strawberry,26,2296
Wheat,26,1544
Banana,17,602
Apple,12,2276
Grapes,32,2459
Soybean,10,1527
Orange,10,1592
Corn,29,665
Potato,12,1381
Strawberry,25,542
Mango,18,832
Cotton,12,1527
Barley,18,2398
Apple,13,1682
Pineapple,28,2091
Orange,27,877
Rice,19,2341
Grapes,11,594
Banana,22,765
Strawberry,27,1409
Wheat,33,2193
Corn,14,701
Barley,10,2071
Orange,29,2134
Strawberry,14,1819
Mango,27,1375
Cotton,23,1145
Potato,32,2218
Apple,27,2291
Grapes,35,2027
Soybean,15,675
Rice,25,2167
Banana,33,2286
Barley,18,2064
Corn,33,2326
Pineapple,35,1663
Strawberry,23,1902
Wheat,21,1049
Orange,20,557
Cotton,10,1250
Mango,17,2252
Potato,22,1702
Strawberry,14,924
Potato,28,1114
Apple,20,746
Cotton,13,1090
Banana,11,617
Wheat,26,1292
Orange,28,2225
Mango,11,2337
Barley,17,1214
Soybean,19,1684
Rice,30,1765
Strawberry,15,954
Potato,35,1025
Corn,15,1901
Grapes,17,2185
Apple,15,2275
Orange,27,2131
Banana,28,749
Soybean,11,845
Rice,13,717
Pineapple,20,2101
Barley,34,1359
Strawberry,34,795
Cotton,21,1278
Mango,10,1856
Orange,18,1973
Corn,29,885
Potato,33,2126
Strawberry,28,2061
Banana,30,2154
Wheat,11,960
Barley,14,1091
Grapes,35,867
Soybean,35,1662
Rice,31,788
Pineapple,17,794
Apple,17,1159
Grapes,14,1450
Orange,16,701
Corn,18,2365
Strawberry,22,1620
Banana,29,2149
Barley,28,1392
Apple,10,1231
Pineapple,19,1259
Soybean,22,1484
Rice,18,1597
Orange,11,1433
Wheat,19,1548
Grapes,28,1533
Potato,11,1269
Cotton,27,519
Strawberry,12,2019
Barley,34,773
Pineapple,33,1578
Apple,29,717
Rice,15,1714
Grapes,10,728
Orange,13,1811
Banana,32,934
Soybean,29,739
Pineapple,32,1975
Banana,27,1184
Strawberry,26,1570
Orange,16,2049
Mango,31,1301
Barley,35,1954
Cotton,31,648
Potato,10,1236
Apple,35,1106
Grapes,14,716
Strawberry,32,1029
Banana,16,1302
Soybean,35,715
Rice,10,1336
Pineapple,17,1308
Wheat,25,2119
Corn,34,932
Barley,23,1200
Orange,35,2308
Strawberry,21,2380
Mango,24,1207
Cotton,23,630
Potato,25,1724
Apple,16,1166
Grapes,26,1098
Soybean,15,1756
Rice,19,563
Banana,35,633
Barley,24,1422
Corn,32,1155
Pineapple,13,1493
Strawberry,14,783
Wheat,14,2064
Orange,14,756
Cotton,33,1335
Mango,21,1877
Potato,22,1567
Apple,29,2463
Grapes,35,1994
Barley,25,1091
Strawberry,31,1673
Corn,11,1587
Soybean,17,1085
Pineapple,21,1117
Banana,25,837
Rice,16,921
Orange,24,658
Wheat,14,1895
Grapes,10,2143
Barley,32,2445
Potato,15,2160
Cotton,11,1236
Banana,19,803
Wheat,27,2204
Apple,13,1180
Grapes,27,1277
Soybean,10,1225
Rice,16,2461
Strawberry,17,1062
Corn,26,2424
Potato,31,676
Orange,21,1930
Banana,13,2461
Barley,24,977
Mango,28,2419
Apple,26,1184
Grapes,17,1096
Strawberry,35,1434
Wheat,13,1432
Cotton,34,2312
Soybean,18,700
Rice,24,1509
Pineapple,32,1750
Orange,31,1504
Wheat,11,2106
Wheat,26,735
Wheat,15,1965
Wheat,25,1119
Wheat,12,2042
Wheat,10,610
Corn,13,1785
Corn,32,1889
Corn,28,747
Corn,13,905
Corn,21,1918
Corn,33,1936
Rice,10,1443
Rice,15,878
Rice,20,1558
Rice,30,1249
Rice,16,1419
Rice,26,825
Soybean,16,729
Soybean,28,1891
Soybean,31,800
Soybean,35,617
Soybean,22,844
Soybean,14,2305
